row ID,row m/z,row retention time,Blank_pos.mzML Peak area,S01_pos.mzML Peak area,S02_pos.mzML Peak area,S03_pos.mzML Peak area,S04_pos.mzML Peak area,S05_pos.mzML Peak area,S06_pos.mzML Peak area,S07_pos.mzML Peak area,S08_pos.mzML Peak area,S09_pos.mzML Peak area,S10_pos.mzML Peak area,S11_pos.mzML Peak area,S12_pos.mzML Peak area,S13_pos.mzML Peak area,S14_pos.mzML Peak area,S15_pos.mzML Peak area,S16_pos.mzML Peak area,S17_pos.mzML Peak area,S18_pos.mzML Peak area,S19_pos.mzML Peak area,S20_pos.mzML Peak area,S21_pos.mzML Peak area,S22_pos.mzML Peak area,S23_pos.mzML Peak area,S24_pos.mzML Peak area,S26_pos.mzML Peak area,S27_pos.mzML Peak area,S28_pos.mzML Peak area,S29_pos.mzML Peak area,S30_pos.mzML Peak area,S31_pos.mzML Peak area,S32_pos.mzML Peak area,S34_pos.mzML Peak area,S35_pos.mzML Peak area,S36_pos.mzML Peak area,S37_pos.mzML Peak area,S38_pos.mzML Peak area,S39_pos.mzML Peak area,S40_pos.mzML Peak area,S41_pos.mzML Peak area,S42_pos.mzML Peak area,S43_pos.mzML Peak area,S44_pos.mzML Peak area,S45_pos.mzML Peak area,S46_pos.mzML Peak area,S47_pos.mzML Peak area,S48_pos.mzML Peak area,S49_pos.mzML Peak area,S50_pos.mzML Peak area,
9770,68.99398803525871,17.40897,51920.996,439690.22,517512.06,509452.34,531742.6,268250.06,518437.0,468823.88,408759.72,106986.95,453599.25,24231.281,528215.9,492933.6,524243.1,439598.12,490752.6,507913.6,113998.3,468223.53,533766.1,504773.03,329836.3,447797.94,467526.28,497505.38,451000.53,357724.16,511725.97,382048.0,408173.5,380879.44,492848.2,341826.03,365183.12,511521.84,497575.0,452720.38,523818.78,496869.0,533265.06,342833.6,522210.34,438887.28,559894.7,542708.2,530222.44,476286.94,98252.914,
65,68.99402474224425,0.038482435,0,0,143651.22,146439.56,189242.92,150036.1,166514.72,150720.95,141534.44,191283.28,146055.7,161577.84,163566.38,169687.22,165320.92,166722.8,172273.39,165362.7,182116.56,0,171046.78,0,183438.22,158113.94,149969.14,677.7744,142767.11,0,164629.11,178001.69,168742.2,163111.06,195992.34,209326.06,177865.16,162519.4,180018.2,201576.42,143818.75,162508.69,148251.03,155781.38,189557.62,176837.9,183052.19,138537.45,167295.27,146866.5,149495.44,
8994,69.04540650111218,16.93597,347644.6,208358.58,127996.8,163907.84,162759.56,180674.98,165198.4,124236.734,155416.64,105258.62,177249.22,181053.55,168452.3,195561.44,127767.27,212455.61,172273.02,228698.97,137824.39,247581.11,218047.44,178268.9,155973.64,165605.12,140374.8,163686.28,148774.38,191487.48,175717.23,185596.58,202113.48,140709.42,157656.75,273490.47,217155.7,146132.86,200022.9,134556.52,183332.58,209556.52,178278.8,182726.53,184678.08,192496.81,184680.61,200461.88,148802.97,126129.26,126425.02,
9331,69.99414968704158,17.029404,124659.79,166087.17,158911.92,162797.77,160851.05,166105.36,164446.03,170882.83,170556.72,163693.5,170745.8,148953.48,168006.89,172270.25,158545.75,171370.61,174859.45,160939.86,154464.22,159653.33,152829.55,182970.45,181396.0,183589.48,175786.58,183223.14,167482.78,177067.44,162797.19,169538.97,170797.9,174267.31,185678.69,154444.1,159366.16,160541.7,167563.75,165143.31,162827.67,166248.48,164195.56,169938.8,176255.36,180121.45,164681.78,176915.97,175576.48,160542.05,165802.9,
9511,70.01316579215715,17.039259,75072.79,58638.508,54050.547,56831.25,47611.508,54422.07,42389.406,49783.45,58661.04,43813.293,46676.402,24352.723,53691.527,53019.23,45157.586,55101.9,46249.246,43851.684,45261.727,57629.824,48435.445,69315.484,58395.414,53552.223,55592.58,54323.566,52483.05,64439.17,54921.19,53966.85,51612.355,55592.22,60592.27,55959.09,52481.355,62063.965,53146.523,46507.16,50559.01,57243.164,58891.008,56018.605,48838.22,61512.156,51457.664,66907.664,53983.574,50113.7,8659.099,
725,70.01323299952735,0.49670133,43475.652,6182.3994,5688.948,6408.653,6025.8755,7201.721,9193.086,5673.433,2692.295,7001.391,3404.76,7161.67,6901.576,6870.5825,5193.3066,4078.6836,6696.7915,6754.676,26476.943,12536.137,72482.875,0,6255.6606,6342.5635,5183.62,6440.533,5706.307,4270.292,6506.603,3360.429,6369.274,8202.826,6042.1953,13750.027,8989.633,2927.7832,6610.6465,11362.117,5370.0093,4887629.0,4987760.0,3915637.5,8655.968,7744.741,14894.753,2373.9966,7014.2344,3750.6492,3728.2446,
1,70.06579558987495,0.036368087,649.8026,4643.014,48144.816,23793.844,46520.836,5756.931,2037.47,7911.112,11679.837,1019.6695,29204.082,37736.688,3655.7412,50534.027,3707.8516,33099.316,42118.305,4103.126,5416.838,3509.595,2962.0474,12789.059,1660.5369,5696.532,3937.8086,8125.9556,9118.83,91608.08,7701.7593,7698.79,5852.914,104016.766,2452.7039,5892.959,4887.591,12460.361,4681.331,597.02295,5622.0933,7646.283,2206.5674,9281.903,4619.6406,2697.4448,3509.8296,4000.541,18410.35,1452.9559,2025.0978,
1912,70.06581503320936,0.6810659,4778.3525,786774.7,810084.4,692808.3,1963993.5,1110757.2,1076777.4,1212623.0,1204304.9,1405573.6,1398050.5,903139.2,1441158.2,1429459.8,2837035.0,1057844.0,1506529.6,1638006.5,706642.1,1692811.9,462076.6,855405.9,987695.8,881424.94,1489265.2,638601.1,1329781.5,1877157.5,1877695.2,744468.06,1141308.5,1054707.9,1206442.1,1332026.9,857440.2,634335.3,2147980.2,2158795.2,1313399.5,1345963.8,1176729.0,917089.1,1515589.5,1338665.2,353920.44,931379.25,964483.9,1703630.9,852806.3,
9351,70.99187844511287,17.03025,42086.32,62302.33,56760.445,57958.637,54314.203,60994.33,56723.875,67650.45,61347.367,58062.93,58418.617,55855.637,53044.69,59097.87,56947.926,59589.76,63430.51,57825.766,46050.24,56048.605,56250.85,58449.156,65985.086,65177.684,53875.855,61491.195,66379.9,61645.457,60639.203,55797.984,61820.53,51300.113,57476.297,48935.05,51714.723,59928.41,55719.125,52287.754,63740.688,53367.586,59661.34,51239.355,60794.73,68066.62,58280.918,59929.14,60380.13,58864.406,53477.91,
723,71.02976348101994,0.5292711,0,0,0,586.86523,0,0,2203.3127,0,0,0,0,0,0,0,0,0,0,0,10073.961,0,31526.855,0,0,0,0,0,0,0,0,0,0,0,623.63354,564.6715,605.77844,0,0,0,0,416256.2,399807.5,324877.0,0,0,19639.816,0,0,0,0,
845,72.00966515658554,0.54006404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84400.03,88134.08,67164.97,0,0,0,0,0,0,0,
2080,72.0814489167524,0.6885262,43044.438,1345180.6,1804953.8,1539980.5,2250017.8,1838905.5,1815547.6,2008039.6,1763774.6,2507528.8,4772312.0,1807987.8,2094882.8,3352012.8,4770107.0,1292585.0,2610043.8,3487830.2,2169479.5,2423591.8,992805.2,1513193.5,2246729.5,1657325.9,1971215.4,1450578.5,1484119.9,2915448.0,1771714.5,1605042.1,1756871.9,2875013.5,1692869.4,2814058.2,2187669.2,1666907.5,2634540.5,2621655.5,2296110.8,3764347.8,3322493.8,3257295.2,3085609.2,3612595.2,842593.75,2239550.5,2481617.5,2125001.8,2708251.2,
2433,72.08145802278233,0.94789064,31065.29,2721903.5,1303231.2,962501.56,3132714.0,2496469.8,976711.6,3005367.2,3878586.0,3623673.0,1761153.5,3434445.0,2651727.2,5690439.0,1684820.5,1952774.8,5374010.5,1839541.5,1310078.5,4239849.5,482916.62,3499919.8,3123418.2,1131134.9,4203254.5,2680706.8,2855227.2,4740476.5,1178552.1,1083092.5,2326020.5,3420788.0,3033938.0,4848422.5,1310906.5,2048469.4,3522622.0,1456107.5,1504315.1,1530790.9,1198237.2,2036176.8,3919502.8,2381015.0,465224.06,3253955.2,5414710.5,1301206.8,3516643.0,
3275,73.06546588490276,5.316518,10791.514,162090.34,550744.56,66289.29,357318.47,218336.73,123148.72,115968.58,528853.8,264483.03,303570.94,217037.84,424357.8,188082.27,395663.72,140197.55,272474.94,147821.42,200392.3,211859.92,82410.445,193056.25,223038.31,259570.8,460270.78,489930.6,205644.45,285979.12,454919.12,730066.7,304839.66,464595.22,526664.5,159304.28,409793.22,126120.664,445327.94,149107.33,333753.72,211327.53,572520.2,215508.89,299551.06,230198.53,311794.34,159629.58,562227.0,200442.0,584723.75,
9289,73.53236469478632,17.028025,409343.44,324821.28,281396.16,290503.2,292631.22,306460.75,304766.4,308252.34,297702.25,262441.97,254025.84,252271.7,304039.53,261811.45,282845.3,290795.0,288428.66,288064.12,254913.75,307585.34,258868.16,297805.62,331133.47,317620.34,310640.22,307807.44,303770.5,297104.2,310714.0,281045.38,308772.75,282381.5,316964.0,329929.9,307625.12,275061.56,335274.75,303288.7,261006.98,300320.78,314935.28,297734.03,303001.4,305716.97,294901.2,308032.2,293282.25,283045.2,265220.66,
794,73.53242223872962,0.5377639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882.5474,0,8613.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131316.33,161465.84,112543.76,0,0,3973.3428,0,0,0,0,
8951,74.0606891868767,16.910069,1316420.8,1665724.1,1453932.9,1484876.4,1569640.2,1352921.2,1363538.4,1474342.4,1361316.1,1387329.0,1347271.9,1454722.4,1516672.6,1490140.5,1314751.5,1607109.0,1325990.8,1610601.5,1240166.6,1626751.5,1583058.9,1461267.1,1572284.6,1520429.9,1457790.9,1349007.8,1213850.2,1462881.0,1445361.2,1314712.6,1574426.4,1310583.1,1254203.8,1598800.6,1737667.9,1436610.2,1637885.5,1440469.0,1341409.1,1460324.2,1594119.9,1434705.9,1387275.9,1571719.0,1533472.4,1533150.4,1183666.4,1733139.1,1355188.2,
8510,74.06069713216222,16.574093,507656.72,341638.75,434497.38,901355.5,176253.72,423826.4,371921.5,365771.38,631160.0,516034.53,903574.06,499075.16,638529.44,193645.27,1021353.44,437247.84,481838.53,726494.94,219817.89,332341.9,804801.44,637666.6,342054.12,232507.64,736148.3,445380.2,448428.8,549846.44,669994.2,475819.16,544592.6,1320750.0,517059.0,573595.06,753750.56,870217.8,207106.27,520248.1,502859.16,279182.25,399001.5,244297.83,828355.25,534814.6,369785.38,408694.22,2110140.5,571998.94,320953.97,
7672,74.06069715933901,15.718519,142458.12,291184.62,357976.8,515637.56,205583.86,430221.75,546480.75,199455.05,360740.5,185910.61,406164.0,271616.8,261375.4,222246.92,222052.22,183750.19,178842.81,117664.484,296403.62,150194.8,431085.7,322983.75,412565.03,195420.36,571119.7,163184.11,67573.47,166644.61,188174.9,283230.56,100193.55,371774.28,533313.2,243868.2,186831.6,543663.9,161817.52,97950.24,219099.22,96896.89,231570.81,53323.39,163300.75,159646.55,247389.19,270520.28,69022.336,152336.69,300708.03,
8339,74.06069837830738,16.313065,56372.246,416863.9,35602.055,258695.53,426241.94,391810.3,229164.3,536355.1,618045.56,374336.7,529587.75,482239.16,210124.31,149356.98,689703.5,54849.504,582802.0,498414.3,112832.016,266659.25,121868.664,694249.7,223071.95,371822.2,612805.9,470312.38,102429.38,729219.5,200567.77,60131.58,73914.5,344971.22,111089.08,301887.47,56802.777,292788.9,77884.77,299848.6,84446.15,390464.84,308183.44,180495.11,155912.62,430723.62,704491.56,706774.9,151654.34,676836.2,504231.97,
7903,74.06070000435709,15.955914,59811.438,436482.6,37876.3,218496.84,150563.7,284793.03,175499.94,105037.375,353359.44,33205.457,93852.6,414400.62,342555.5,94759.78,117032.875,161995.23,133949.64,590220.1,758333.94,47480.113,104275.41,220962.95,334047.94,770139.6,163416.1,188214.94,494942.6,151627.6,41648.996,345418.53,463922.66,319739.2,174435.81,45640.098,67473.01,273733.97,31886.375,127070.03,205767.31,392042.0,699975.6,90277.99,178851.23,227423.11,223008.31,171989.83,166390.1,50475.777,213692.77,
2289,74.06070176731274,0.74392706,579364.3,586783.94,630520.56,621674.6,788002.8,679013.4,754154.25,620534.6,656917.2,769179.2,559873.7,730589.5,810989.7,635418.6,405978.34,727501.3,607416.2,663620.25,898712.94,620312.9,862347.2,545202.75,678335.5,726352.7,715957.75,595384.1,705452.06,527704.2,666374.06,673031.4,675989.1,612508.25,749027.5,692630.6,734900.2,648793.5,642035.4,676187.8,644211.5,979670.5,1050846.8,1088535.9,707448.6,643973.9,774811.0,685051.3,598448.1,608484.25,636007.5,
8114,74.0607009641819,16.155567,56372.246,67850.336,82622.04,198583.22,72547.71,91660.79,56991.848,144597.62,193586.27,106710.6,120017.914,68138.83,56510.703,185719.06,58615.633,124063.8,76329.5,76691.75,53037.156,91864.65,101606.266,163053.72,84655.41,114439.73,134305.02,80272.3,68582.46,72978.25,128275.8,121447.34,74938.69,89192.83,71134.164,76190.836,59642.445,43780.363,46647.53,124086.26,78418.58,57543.613,318347.16,110809.46,101479.43,83376.88,107736.17,75262.53,67620.73,64554.914,84806.03,
8899,74.09705479346913,16.87788,4129660.8,6984551.5,6685170.0,6737643.0,6996212.5,6329822.5,7093248.0,6678860.0,6052215.5,5932373.0,6128006.5,6347043.0,6020221.5,6500667.5,5835847.5,7003545.5,5762971.5,6585822.0,5066806.5,6895057.5,6390234.0,8847366.0,9079550.0,9966546.0,6264233.5,6320975.5,4967197.5,6401423.0,8309474.5,6521637.5,1.6590569E7,1.3338234E7,6761920.5,7000124.5,6742891.5,6512012.5,6454794.0,5748781.0,6559494.5,7259287.5,6368301.0,6525921.5,5470277.0,6900641.0,6541834.0,9005052.0,1.0466057E7,8272433.5,8757107.0,
8638,74.09705949922868,16.582458,1988475.4,1603044.2,2255857.5,3974160.0,2000925.2,3128041.5,1883357.0,3558579.2,2077637.0,2562645.5,4868047.0,2559610.0,3272036.5,1997253.4,5336519.0,1778296.4,992647.56,4280647.0,1939274.6,1533168.8,2949707.2,6367987.5,1722128.0,1342196.0,3854109.5,2049117.9,2476855.5,2615379.5,3448178.0,2460430.5,804311.5,1802353.4,2419248.0,2151602.0,2482431.5,4492710.0,1041328.8,2204876.2,3174924.2,919865.5,2004465.1,1265443.4,472590.8,2598730.8,2357284.0,3627696.2,2545284.2,2506385.0,1654082.5,
8363,74.09705865493582,16.35054,978518.56,2037929.2,182903.97,437730.62,289300.88,2349815.2,1257612.1,2817224.2,497374.4,728317.1,2967452.0,2521131.2,302765.88,3986529.8,3810515.0,351117.72,3088484.2,2755077.2,1130273.0,1234686.1,2841914.5,673320.3,1180336.1,2040913.2,3344052.2,2227243.5,1266452.8,4034354.8,373465.28,2184749.5,383130.94,1842438.5,1059959.8,2153828.2,292912.9,666460.94,1943895.4,1601284.9,2669498.5,2058313.0,1125372.0,5640868.5,6191790.5,297798.75,3867434.8,322383.6,262111.81,249501.88,1656981.9,
7677,74.09706126009644,15.862003,1757007.2,2059167.5,534595.75,917798.75,1353737.1,1763303.0,2673800.2,2437935.0,2156309.2,1886458.5,1531689.5,548379.56,1608580.4,238001.98,832399.4,981669.0,2849373.2,410538.44,4582069.5,2285647.2,2636621.5,753428.4,2642735.5,2265917.2,3309250.5,2294291.5,3264898.0,1367416.2,3752229.5,1288391.1,4322249.0,2260042.5,3158622.8,2507398.0,3278557.2,3322864.8,353708.34,471322.7,1013105.75,2541334.8,4292141.0,545996.5,1069124.0,1794581.6,3092620.2,366644.88,800604.4,935601.25,2797120.8,
7924,74.0970603565577,16.018488,1458694.0,289138.2,346670.66,1597434.0,865502.44,522476.75,428945.3,282173.75,385940.0,557668.8,561846.9,345891.1,521890.8,321310.84,798276.8,462599.53,242391.66,617272.7,973799.94,1205715.2,1224262.4,780376.9,764782.94,521710.06,538626.0,533972.6,419071.5,152987.0,553595.0,455077.75,798210.7,790751.1,146080.31,810137.94,642338.4,468875.53,323347.3,207764.69,231119.45,429752.56,858062.75,328626.28,425487.28,300295.2,1315760.1,1153681.2,391395.4,296354.62,781385.6,
8150,74.09706209816152,16.215965,1421234.0,2252828.5,254192.05,6341175.5,563691.56,455158.0,512455.2,1919637.6,4040929.0,915347.8,469575.44,884735.8,356623.56,503885.44,391112.03,5025475.0,1865878.4,468579.0,366030.12,1518563.6,340591.12,544471.9,1464287.2,334025.47,342720.8,1999710.8,190470.25,602843.44,1104595.2,498244.2,366082.4,1376662.8,711055.94,1724061.6,214205.72,316428.5,660463.94,1067802.4,255960.78,280004.34,601052.1,672435.06,865549.06,908217.75,572068.06,3810534.0,3979429.8,712316.8,2785330.2,
7248,74.09706569248304,15.59983,253013.42,806280.25,509188.75,1485412.1,1931531.8,1.325287E7,274419.53,1129224.6,2174069.0,975361.5,1558720.2,4348201.5,320680.06,2233149.2,1044503.2,965834.2,683910.5,1647655.5,2140458.5,803846.2,1560809.8,809320.44,201491.1,2208044.8,737187.06,1475701.9,2046488.0,1730466.1,1051036.8,205754.33,972026.5,950044.94,980117.25,1084701.8,963841.5,1.3470981E7,1071009.9,752164.8,851003.6,1268178.9,1764738.5,295691.7,1746169.2,808603.75,942657.1,1669558.5,1304103.4,479469.0,1480477.8,
16,74.09706646869365,0.030257123,35008.26,279350.7,4555329.5,6224893.0,4055453.5,5825146.0,2602731.8,7402230.0,5749018.0,4162318.8,6548860.5,4348626.0,5298822.5,3684963.0,4182225.0,3953370.8,4378146.5,3519188.5,3179261.8,312694.2,3789343.2,239632.62,2774078.0,7177056.5,3592722.2,318052.1,5887132.0,238224.84,4282152.0,3671372.8,3210701.0,4547621.5,4822943.0,2278179.0,4565305.0,5580755.0,3263009.8,4164483.5,7487907.5,7232122.5,2975824.5,5832361.5,3958491.5,3772937.5,4426660.0,3879919.5,3991207.8,7402491.0,4270031.5,
9341,74.53113253241395,17.030567,45741.99,36976.645,31170.639,9141.911,25896.164,29967.096,27211.348,31950.77,30349.889,31780.258,27414.373,23059.795,32242.754,29763.83,27126.236,33969.59,32421.547,31802.982,27452.557,30696.887,31431.924,32191.064,39271.477,32231.908,29690.395,29526.578,33061.996,36414.25,26497.418,37863.984,35994.613,27893.646,35987.953,41274.59,35592.527,35665.03,31217.99,36770.2,25739.236,35849.543,30643.496,33603.81,28975.766,37819.32,37834.332,28757.375,12005.006,30081.873,27774.088,
1502,76.03992154997012,0.63363737,72277.01,263988.5,68554.21,124103.6,158604.77,167771.34,137973.61,102389.98,117283.445,133058.56,97314.17,110393.875,440634.9,82264.766,157311.17,137339.75,124252.55,129831.93,146044.05,111088.26,197011.5,83572.766,114383.73,88562.266,76648.67,103190.12,142654.69,57917.98,141419.88,98619.734,125459.86,68909.914,83417.41,98666.516,149220.4,145212.31,99909.77,148940.28,70539.12,36957.36,68995.42,76334.06,364184.3,95521.87,151755.89,117079.41,90776.41,146700.44,90392.52,
1745,76.0763035996776,0.65901965,0,831872.94,322802.25,316008.44,445772.0,439807.97,602674.44,2459584.8,655067.5,745459.06,2083687.6,787183.4,294151.56,1033075.3,427384.84,514623.3,1016095.8,4988088.5,348779.3,2684104.2,559691.0,2369765.0,166980.61,244791.66,589542.5,1343344.9,1393923.0,1070355.4,497307.28,923173.1,883767.44,920006.0,108421.12,904755.7,1839235.8,762359.56,1766498.8,340677.56,1104078.2,168896.75,287010.62,286623.7,631733.75,950776.4,1522153.1,1055090.5,817756.7,1244945.0,2688103.5,
2937,77.0390900369163,3.1953762,0,221085.92,228777.5,107190.81,273716.7,234889.67,143364.78,364226.2,247083.95,250623.4,269113.62,299681.75,261668.77,253466.02,272463.06,225201.31,253454.12,227798.0,83204.3,243732.23,28240.498,236630.8,350506.84,210595.78,271930.03,282415.78,238168.94,265268.44,238621.58,265149.72,259377.45,277763.94,276975.06,287767.38,248819.36,150105.66,266846.34,286154.38,278431.25,250813.5,253696.03,148231.73,272087.03,259516.1,67396.01,282761.03,254764.55,220995.56,236395.45,
77,77.99927264282535,0.03843967,8427.88,2210.6052,584860.8,561072.06,624357.1,547059.6,683562.94,557210.8,629109.2,675017.3,557971.56,603228.7,592932.0,607239.2,553235.25,586280.44,660315.9,644334.94,667129.2,12500.223,682385.1,4641.5103,715532.8,671538.75,609993.25,12548.282,571766.25,7921.784,572002.2,690166.4,677240.6,598365.06,691147.2,792145.4,742606.44,671741.06,749366.1,663895.5,570288.7,599800.6,618792.3,569136.44,677694.44,631499.56,633201.8,607799.3,504154.75,563930.6,582639.2,
121,78.99945667566294,0.038385786,4154.416,3783.6558,52748.617,63754.723,54514.56,53631.07,28507.406,61632.742,48122.36,64823.95,35198.293,64883.355,65059.695,64296.95,45007.14,67468.86,64203.457,68412.51,65661.625,6090.554,71246.99,5514.2227,72391.24,65174.855,58027.81,5191.0884,57407.867,5223.789,56058.95,65746.09,71358.44,54606.64,70340.5,80146.58,76340.01,54255.85,75249.445,76488.95,52484.14,62544.125,68529.3,58600.113,64293.305,62594.168,63289.48,60262.926,56406.57,62258.25,38533.152,
